"Column_Name","TBLNAME","CRFNAME","Description","LENGTH","TYPE","CODE","NOTE","update_stamp"
"FATHAGE","FAMHXPAR","Family History - Parents","At what approximate age did symptoms start?","2","N","30..99","NA: missing value","2018-11-27 11:12:56.0"
"FATHDIAG","FAMHXPAR","Family History - Parents","Did this relative receive a diagnosis of Alzheimer's disease?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"FATHAUT","FAMHXPAR","Family History - Parents","Was diagnosis of Alzheimer's disease confirmed by autopsy?","17","N","1=Yes;0=No;2=NA - not deceased","NA: missing value","2018-11-27 11:12:56.0"
"BID","FAMHXSIB","Family History - Sibling Log","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","FAMHXSIB","Family History - Sibling Log","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"RECNO","FAMHXSIB","Family History - Sibling Log","","2","N","","NA: missing value","2018-11-27 11:12:56.0"
"SIBMOTHER","FAMHXSIB","Family History - Sibling Log","Specify relationship:","22","N","1=Same biological mother","NA: missing value","2018-11-27 11:12:56.0"
"SIBFATHER","FAMHXSIB","Family History - Sibling Log","","22","N","1=Same biological father","NA: missing value","2018-11-27 11:12:56.0"
"SIBDEMENT","FAMHXSIB","Family History - Sibling Log","Did/Does this sibling have dementia or significant memory impairment?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"SIBAGE","FAMHXSIB","Family History - Sibling Log","At what approximate age did symptoms start?","2","N","30..99","NA: missing value","2018-11-27 11:12:56.0"
"SIBDIAG","FAMHXSIB","Family History - Sibling Log","Did this relative receive a diagnosis of Alzheimer's disease?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"SIBAUT","FAMHXSIB","Family History - Sibling Log","Was diagnosis of Alzheimer's disease confirmed by autopsy?","17","N","1=Yes;0=No;2=NA - not deceased","NA: missing value","2018-11-27 11:12:56.0"
"BID","FTPSCALE","Future Time Perspective Scale","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","FTPSCALE","Future Time Perspective Scale","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","FTPSCALE","Future Time Perspective Scale","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","FTPSCALE","Future Time Perspective Scale","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"FTOPPS","FTPSCALE","Future Time Perspective Scale","1. Many opportunities await me in the future.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTGOAL","FTPSCALE","Future Time Perspective Scale","2. I expect that I will set many new goals in the future.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTPOSSBL","FTPSCALE","Future Time Perspective Scale","3. My future is filled with possibilities.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTLIFE","FTPSCALE","Future Time Perspective Scale","4. Most of my life lies ahead of me.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTINFINIT","FTPSCALE","Future Time Perspective Scale","5. My future seems infinite to me.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTANYTHNG","FTPSCALE","Future Time Perspective Scale","6. I could do anything I want in the future.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTNEW","FTPSCALE","Future Time Perspective Scale","7. There is plenty of time left in my life to make new plans.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTRUNOUT","FTPSCALE","Future Time Perspective Scale","8. I have the sense that time is running out.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTLIMIT","FTPSCALE","Future Time Perspective Scale","9. There are only limited possibilities in my future.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTGETOLD","FTPSCALE","Future Time Perspective Scale","10. As I get older, I begin to experience time as limited.","1","N","1=1;2=2;3=3;4=4;5=5;6=6;7=7","NA: missing value","2018-11-27 11:12:56.0"
"FTMETHOD","FTPSCALE","Future Time Perspective Scale","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:56.0"
"BID","HABITS","Habits","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","HABITS","Habits","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","HABITS","Habits","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","HABITS","Habits","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"CAFFEINE","HABITS","Habits","Average number of cups of caffeine consumed per day:","2","N","0..30","NA: missing value","2018-11-27 11:12:56.0"
"ALCOHOL","HABITS","Habits","Average number of alcoholic drinks consumed per day:","2","N","0..30","NA: missing value","2018-11-27 11:12:56.0"
"SMOKE","HABITS","Habits","Average number of packs smoked per day:","3","N","0..30","NA: missing value","2018-11-27 11:12:56.0"
"SUBUSE","HABITS","Habits","Has the participant used other substances (e.g. non-pharmacologic substances such as medical marijuana)?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"AEROBIC","HABITS","Habits","Average number of hours of aerobic exercise (i.e. jogging, swimming, bicycling) PER WEEK:","2","N","0..40","NA: missing value","2018-11-27 11:12:56.0"
"WALKING","HABITS","Habits","Average number of minutes of walking per day:","3","N","0..400","NA: missing value","2018-11-27 11:12:56.0"
"SLEEP","HABITS","Habits","Average total number of hours slept at night:","2","N","0..15","NA: missing value","2018-11-27 11:12:56.0"
"SLEEPDAY","HABITS","Habits","Average total number of minutes napped during the day:","3","N","0..400","NA: missing value","2018-11-27 11:12:56.0"
"BID","IES","Impact of Events Scale","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","IES","Impact of Events Scale","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","IES","Impact of Events Scale","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","IES","Impact of Events Scale","If No, reason not done:","63","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"IETHINK","IES","Impact of Events Scale","1. I thought about it when I didn't mean to.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEAVOID","IES","Impact of Events Scale","2. I avoided letting myself get upset when I thought about it or was reminded of it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEREMOVE","IES","Impact of Events Scale","3. I tried to remove it from my memory.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IESLEEP","IES","Impact of Events Scale","4. I had trouble falling asleep, because pictures or thoughts about it that came into my mind.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEWAVES","IES","Impact of Events Scale","5. I had waves of strong feelings about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEDREAMS","IES","Impact of Events Scale","6. I had dreams about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEAWAY","IES","Impact of Events Scale","7. I stayed away from reminders of it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEREAL","IES","Impact of Events Scale","8. I felt as if it hadn't happened or it wasn't real.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IETALK","IES","Impact of Events Scale","9. I tried not to talk about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEMIND","IES","Impact of Events Scale","10. Pictures about it popped into my mind.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IETHINGS","IES","Impact of Events Scale","11. Other things kept making me think about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEDEAL","IES","Impact of Events Scale","12. I was aware that I still had a lot of feelings about it, but I didn't deal with them.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IENOTTHNK","IES","Impact of Events Scale","13. I tried not to think about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IEREMIND","IES","Impact of Events Scale","14. Any reminder brought back feelings about it.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IENUMB","IES","Impact of Events Scale","15. My feelings about it were kind of numb.","10","N","0=Not at all;1=Rarely;3=Sometimes;5=Often","NA: missing value","2018-11-27 11:12:56.0"
"IESCORE","IES","Impact of Events Scale","Total Score","2","N","","NA: missing value","2018-11-27 11:12:56.0"
"IEDAY","IES","Impact of Events Scale","Days Since Consent Collected:","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"BID","INITHEALTH","Initial Health Assessment","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","INITHEALTH","Initial Health Assessment","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"RECNO","INITHEALTH","Initial Health Assessment","","2","N","","NA: missing value","2018-11-27 11:12:56.0"
"IHSURG","INITHEALTH","Initial Health Assessment","Is this a surgery?","3","N","1=Yes; 0=No","NA: missing value","2018-11-27 11:12:56.0"
"IHSURGDAY","INITHEALTH","Initial Health Assessment","If Yes, surgery Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"IHPRESENT","INITHEALTH","Initial Health Assessment","Is this a condition or symptom present in the three months prior to screening?","3","N","1=Yes; 0=No","NA: missing value","2018-11-27 11:12:56.0"
"IHCHRON","INITHEALTH","Initial Health Assessment","Chronicity","17","N","1=Single occurrence; 2=Intermittent; 3=Persistent","NA: missing value","2018-11-27 11:12:56.0"
"IHSEVER","INITHEALTH","Initial Health Assessment","Severity","8","N","1=Mild; 2=Moderate; 3=Severe","NA: missing value","2018-11-27 11:12:56.0"
"IHDTONSET","INITHEALTH","Initial Health Assessment","Onset Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"IHCUR","INITHEALTH","Initial Health Assessment","Is symptom/condition ongoing?","3","N","1=Yes; 0=No","NA: missing value","2018-11-27 11:12:56.0"
"IHCEASE","INITHEALTH","Initial Health Assessment","Cease Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:56.0"
"IHSYMPTOM","INITHEALTH","Initial Health Assessment","System/Category","37","N","1=Psychiatric; 2=Neurologic (other than AD); 3=Head, Eyes, Ears, Nose, Throat; 4=Cardiovascular; 5=Respiratory; 6=Hepatic; 7=Dermatologic-Connective Tissue; 8=Musculoskeletal; 9=Endocrine-Metabolic; 10=Gastrointestinal; 11=Hematopoietic-Lymphatic; 12=Renal-Genitourinary; 13=Allergies or Drug Sensitivities; 14=Smoking, Alcohol Use, and/or Drug Use; 17=Malignancy; 18=Major Surgical Procedures; 19=Other","NA: missing value","2018-11-27 11:12:56.0"
"BID","MMSE","Mini Mental State Exam","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","MMSE","Mini Mental State Exam","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","MMSE","Mini Mental State Exam","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","MMSE","Mini Mental State Exam","If No, reason not done:","12","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"WORDLIST","MMSE","Mini Mental State Exam","Which word list was used?","15","N","1=English list A;2=English list B;3=English list SC;4=Spanish list A;5=Spanish list B;6=Spanish list SC;7=Japan list A;8=Japan list B;9=Japan list SC","NA: missing value","2018-11-27 11:12:56.0"
"MMDATE","MMSE","Mini Mental State Exam","1. What is today's date?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMYEAR","MMSE","Mini Mental State Exam","2. What is the year?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMMONTH","MMSE","Mini Mental State Exam","3. What is the month?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMDAY","MMSE","Mini Mental State Exam","4. What day of the week is today?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMSEASON","MMSE","Mini Mental State Exam","5. What season is it?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMHOSPIT","MMSE","Mini Mental State Exam","6. What is the name of this hospital (clinic, place)?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMFLOOR","MMSE","Mini Mental State Exam","7. What floor are we on?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMCITY","MMSE","Mini Mental State Exam","8. What town or city are we in?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMAREA","MMSE","Mini Mental State Exam","9. What county (district, borough, area) are we in?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMSTATE","MMSE","Mini Mental State Exam","10. What state are we in?","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMBALL","MMSE","Mini Mental State Exam","11. Word 1","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMFLAG","MMSE","Mini Mental State Exam","12. Word 2","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMTREE","MMSE","Mini Mental State Exam","13. Word 3","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMTRIALS","MMSE","Mini Mental State Exam","13a. Enter number of trials","1","N","1..6","NA: missing value","2018-11-27 11:12:56.0"
"MMDLTR","MMSE","Mini Mental State Exam","14. Indicate first letter","1","T","-=-;A=A;B=B;C=C;D=D;E=E;F=F;G=G;H=H;I=I;J=J;K=K;L=L;M=M;N=N;O=O;P=P;Q=Q;R=R;S=S;T=T;U=U;V=V;W=W;X=X;Y=Y;Z=Z","NA: missing value","2018-11-27 11:12:56.0"
"MMLLTR","MMSE","Mini Mental State Exam","15. Indicate second letter","1","T","-=-;A=A;B=B;C=C;D=D;E=E;F=F;G=G;H=H;I=I;J=J;K=K;L=L;M=M;N=N;O=O;P=P;Q=Q;R=R;S=S;T=T;U=U;V=V;W=W;X=X;Y=Y;Z=Z","NA: missing value","2018-11-27 11:12:56.0"
"MMRLTR","MMSE","Mini Mental State Exam","16. Indicate third letter","1","T","-=-;A=A;B=B;C=C;D=D;E=E;F=F;G=G;H=H;I=I;J=J;K=K;L=L;M=M;N=N;O=O;P=P;Q=Q;R=R;S=S;T=T;U=U;V=V;W=W;X=X;Y=Y;Z=Z","NA: missing value","2018-11-27 11:12:56.0"
"MMOLTR","MMSE","Mini Mental State Exam","17. Indicate fourth letter","1","T","-=-;A=A;B=B;C=C;D=D;E=E;F=F;G=G;H=H;I=I;J=J;K=K;L=L;M=M;N=N;O=O;P=P;Q=Q;R=R;S=S;T=T;U=U;V=V;W=W;X=X;Y=Y;Z=Z","NA: missing value","2018-11-27 11:12:56.0"
"MMWLTR","MMSE","Mini Mental State Exam","18. Indicate fifth letter","1","T","-=-;A=A;B=B;C=C;D=D;E=E;F=F;G=G;H=H;I=I;J=J;K=K;L=L;M=M;N=N;O=O;P=P;Q=Q;R=R;S=S;T=T;U=U;V=V;W=W;X=X;Y=Y;Z=Z","NA: missing value","2018-11-27 11:12:56.0"
"MMWORLD","MMSE","Mini Mental State Exam","Attention sub-score (WORLD Backwards - CERAD scoring method)","1","N","0..5","NA: missing value","2018-11-27 11:12:56.0"
"MMBALLDL","MMSE","Mini Mental State Exam","19. Word 1","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMFLAGDL","MMSE","Mini Mental State Exam","20. Word 2","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMTREEDL","MMSE","Mini Mental State Exam","21. Word 3","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMWATCH","MMSE","Mini Mental State Exam","22. Show the participant a wrist watch and ask ""What is this?""","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMPENCIL","MMSE","Mini Mental State Exam","23. Repeat for pencil.","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMREPEAT","MMSE","Mini Mental State Exam","24. Say, ""Repeat after me: no ifs, ands, or buts.""","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMHAND","MMSE","Mini Mental State Exam","25. Takes paper in right hand.","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMFOLD","MMSE","Mini Mental State Exam","26. Folds paper in half.","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMONFLR","MMSE","Mini Mental State Exam","27. Puts paper on floor.","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMREAD","MMSE","Mini Mental State Exam","28. Present the piece of paper which reads, ""CLOSE YOUR EYES,"" and say: ""Read this and do what it says.""","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMWRITE","MMSE","Mini Mental State Exam","29. Give the participant a blank piece of paper and say: ""Write a sentence.""","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMDRAW","MMSE","Mini Mental State Exam","<big header>Construction</big header><p>30. Present the participant with the Construction Stimulus page. Say, ""Copy this design.""</p>","9","N","1=Correct; 2=Incorrect","NA: missing value","2018-11-27 11:12:56.0"
"MMSCORE","MMSE","Mini Mental State Exam","MMSE TOTAL SCORE","16","N","0..30","NA: missing value","2018-11-27 11:12:56.0"
"BID","PHYNEURO","Physical and Neurological Exam","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","PHYNEURO","Physical and Neurological Exam","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","PHYNEURO","Physical and Neurological Exam","Was assessment/procedure done?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"NDREASON","PHYNEURO","Physical and Neurological Exam","If No, reason not done:","12","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"PXHEADEY","PHYNEURO","Physical and Neurological Exam","Head, Eyes, Ears, Nose and Throat","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXCARD","PHYNEURO","Physical and Neurological Exam","Cardiac","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXPULM","PHYNEURO","Physical and Neurological Exam","Pulmonary","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXABDOM","PHYNEURO","Physical and Neurological Exam","Abdomen","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXMUSCUL","PHYNEURO","Physical and Neurological Exam","Musculoskeletal","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXEDEMA","PHYNEURO","Physical and Neurological Exam","Edema","7","N","1=Absent; 2=Present","NA: missing value","2018-11-27 11:12:56.0"
"PXEDSEV","PHYNEURO","Physical and Neurological Exam","Severity <!--Edema-->","5","N","0=Trace;1=1+; 2=2+; 3=3+; 4=4+","NA: missing value","2018-11-27 11:12:56.0"
"PXSKIN","PHYNEURO","Physical and Neurological Exam","Skin","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"PXOTHER","PHYNEURO","Physical and Neurological Exam","Other (Physical)","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXGAIT","PHYNEURO","Physical and Neurological Exam","Gait","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXMOTOR","PHYNEURO","Physical and Neurological Exam","Motor Strength","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXSENSOR","PHYNEURO","Physical and Neurological Exam","Sensory","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXTREMOR","PHYNEURO","Physical and Neurological Exam","Tremor","7","N","1=Absent; 2=Present","NA: missing value","2018-11-27 11:12:56.0"
"NXFINGER","PHYNEURO","Physical and Neurological Exam","Cerebellar - Finger to Nose","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXHEEL","PHYNEURO","Physical and Neurological Exam","Cerebellar - Heel to Shin","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXNERVE","PHYNEURO","Physical and Neurological Exam","Cranial Nerves","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"NXOTHER","PHYNEURO","Physical and Neurological Exam","Other (Neurological)","8","N","1=Normal; 2=Abnormal","NA: missing value","2018-11-27 11:12:56.0"
"BID","PSYCHWELL","Assessment of Psychological Well-Being","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","PSYCHWELL","Assessment of Psychological Well-Being","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"DONE","PSYCHWELL","Assessment of Psychological Well-Being","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:56.0"
"NDREASON","PSYCHWELL","Assessment of Psychological Well-Being","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:56.0"
"GDSATIS","PSYCHWELL","Assessment of Psychological Well-Being","1. Are you basically satisfied with your life?","6","N","1=Yes(0); 0=No(1)","NA: missing value","2018-11-27 11:12:56.0"
"GDDROP","PSYCHWELL","Assessment of Psychological Well-Being","2. Have you dropped many of your activities and interests?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDEMPTY","PSYCHWELL","Assessment of Psychological Well-Being","3. Do you feel that your life is empty?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDBORED","PSYCHWELL","Assessment of Psychological Well-Being","4. Do you often get bored?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDSPIRIT","PSYCHWELL","Assessment of Psychological Well-Being","5. Are you in good spirits most of the time?","6","N","1=Yes(0); 0=No(1)","NA: missing value","2018-11-27 11:12:56.0"
"GDAFRAID","PSYCHWELL","Assessment of Psychological Well-Being","6. Are you afraid that something bad is going to happen to you?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDHAPPY","PSYCHWELL","Assessment of Psychological Well-Being","7. Do you feel happy most of the time?","6","N","1=Yes(0); 0=No(1)","NA: missing value","2018-11-27 11:12:56.0"
"GDHELP","PSYCHWELL","Assessment of Psychological Well-Being","8. Do you often feel helpless?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDHOME","PSYCHWELL","Assessment of Psychological Well-Being","9. Do you prefer to stay at home, rather than going out and doing new things?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDMEMORY","PSYCHWELL","Assessment of Psychological Well-Being","10. Do you feel you have more problems with memory than most?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDALIVE","PSYCHWELL","Assessment of Psychological Well-Being","11. Do you think its wonderful to be alive now?","6","N","1=Yes(0); 0=No(1)","NA: missing value","2018-11-27 11:12:56.0"
"GDWORTH","PSYCHWELL","Assessment of Psychological Well-Being","12. Do you feel pretty worthless the way you are now?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDENERGY","PSYCHWELL","Assessment of Psychological Well-Being","13. Do you feel full of energy?","6","N","1=Yes(0); 0=No(1)","NA: missing value","2018-11-27 11:12:56.0"
"GDHOPE","PSYCHWELL","Assessment of Psychological Well-Being","14. Do you feel that your situation is hopeless?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDBETTER","PSYCHWELL","Assessment of Psychological Well-Being","15. Do you think that most people are better off than you are?","6","N","1=Yes(1); 0=No(0)","NA: missing value","2018-11-27 11:12:56.0"
"GDTOTAL","PSYCHWELL","Assessment of Psychological Well-Being","Total Score","2","N","","NA: missing value","2018-11-27 11:12:56.0"
"STCALM","PSYCHWELL","Assessment of Psychological Well-Being","1. I felt calm","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
"STTENSE","PSYCHWELL","Assessment of Psychological Well-Being","2. I was tense","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
"STUPSET","PSYCHWELL","Assessment of Psychological Well-Being","3. I felt upset","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
"STRELAX","PSYCHWELL","Assessment of Psychological Well-Being","4. I was relaxed","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
"STCONTENT","PSYCHWELL","Assessment of Psychological Well-Being","5. I felt content","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
"STWORRY","PSYCHWELL","Assessment of Psychological Well-Being","6. I was worried","13","N","1=Not at all;2=Somewhat;3=Moderately so;4=Very much so","NA: missing value","2018-11-27 11:12:56.0"
